Title,Username,final_review,compound,sentiment,adjectives_only
Langkawi Eco Ventures (Mangrove Kayak Tour),Sima B,we spent a great afternoon in the mangrove our guide sham was great he was very nice very kind and very funny he explained a lot of things to us about the mangrove as well as the different species that we…,0.9663,Positive,spent great sham great nice funny lot different
Langkawi Eco Ventures (Mangrove Kayak Tour),ilse van wijk,"I really enjoyed the tour, Sham could tell a lot and explained everything clearly, you can tell that he knows a lot about it and talks about it with passion, this is very contagious, the surroundings were beautiful, it was extra special because we could canoe straight through it, in short, this tour is definitely recommended",0.9559,Positive,contagious beautiful extra straight short
Langkawi Eco Ventures (Mangrove Kayak Tour),Viktoria Tokaev,"The kayak tour is highly recommended. You can get into small passages and canals with a kayak that you can't get through with a motorboat. In addition, the guide was very friendly and was able to answer all of your questions very well, good planning, good food, really great",0.9567,Positive,small cant able good good great
Langkawi Eco Ventures (Mangrove Kayak Tour),Florian Müller,amazing tour we had a perfect tour with sham through the mangroves…,0.8176,Positive,perfect
Langkawi Eco Ventures (Mangrove Kayak Tour),Rebecca F,One of the best tours we have had so far in Southeast Asia Sham takes a lot of time for questions and concerns in order to offer the small group a great experience. There was enough time for photo stops and to swim Sham...,0.8271,Positive,best southeast asia small great enough swim
Langkawi Eco Ventures (Mangrove Kayak Tour),Emmylou Loos,"sham was an amazing guide, helpful, funny, friendly and knew everything about the flora and fauna of the island, it was worth traveling to on the platform after the boat, before you get into the kayak you get a lesson about the local …",0.9274,Positive,helpful funny friendly local
Langkawi Eco Ventures (Mangrove Kayak Tour),Vinder Sandhu,"an unforgettable adventure thank you, very good and very knowledgeable, Sham, our guide, I would recommend without a shadow of a doubt",0.8911,Positive,unforgettable good knowledgeable shadow
Langkawi Eco Ventures (Mangrove Kayak Tour),Alexander Prößl,We booked a boat and kayak mangrove tour through getyourguide. The details were communicated to us immediately via WhatsApp. The guide was Nina. Nina was very nice and warm and gave us a wonderful tour through the …,0.8384,Positive,nina nice wonderful
Langkawi Eco Ventures (Mangrove Kayak Tour),Laurence Maes,"Today we had the perfect day to end the year, our guide Sham was extremely friendly and funny, a perfect combination of beautiful nature, interesting facts and a delicious lunch...",0.976,Positive,friendly funny perfect beautiful interesting delicious
Langkawi Eco Ventures (Mangrove Kayak Tour),Fahrettin Arslan,"the guide helped us very well and took the time to tell the story behind everything, he also has a good sense of humor, which made it extra fun. The food was tasty with a beautiful view. I would like to thank the guide again for his friendly tour, greetings fahrettinsinem",0.9738,Positive,good extra tasty beautiful friendly tour
Langkawi Eco Ventures (Mangrove Kayak Tour),Leidy Rodriguez,"The guide was very attentive to us at all times, the unique and unparalleled kayak excursion, the perfect attention, a good time of exercise and nature, recommended",0.8126,Positive,attentive unique unparalleled perfect good
Langkawi Eco Ventures (Mangrove Kayak Tour),COSTANZA demergasso,"super recommended experience the mangrove forest is magical and sham is the perfect guide, expert enthusiast and always ready with a joke",0.9393,Positive,forest magical perfect ready
Langkawi Eco Ventures (Mangrove Kayak Tour),M Meurer-Engler,Great tour with Sham and Nina with lots of interesting information about the flora and fauna in the mangroves that enables a deeper understanding,0.7783,Positive,great nina
Langkawi Eco Ventures (Mangrove Kayak Tour),吉光麻里,"The kayak tour was great! The guides were very knowledgeable and experienced, and our family had a great experience!",0.8684,Positive,tour great knowledgeable experienced great
Langkawi Eco Ventures (Mangrove Kayak Tour),Liv Heik,"Great tour, great guide who takes a lot of time, we'll be back",0.8481,Positive,great tour great
Langkawi Eco Ventures (Mangrove Kayak Tour),Akram,very good experience amazing tour,0.8051,Positive,good
Lata Kashmir View,Vpc5Fe,attached,0.0,Neutral,
Lata Kashmir View,Syed Bisyru,"the healing port is very best and refreshing. I stopped at this Kashmir cascade while on a leisurely journey from Ipoh to Kota Bharu. It was the right decision to stop and take a bath while healing here. The water is very cold and refreshing. The view is beautiful and there are also many trees by the river for shade. The body feels very fresh after resting while taking a bath here before continuing the journey. There is also a campsite here if you want to spend the night. The entire Lata Kashmir is highly recommended to stop by if you want to visit Kelantan, you can plan for the first stop because it is about a minute after the Jeliperak border Titiwangsa stop, just a minute from the main road of the east-west highway.",0.7166,Positive,best journey right cold many fresh campsite spend entire main eastwest
Lata Kashmir View,F R,"this place is also okay to hang out and take a shower, there is a large parking lot, pay rm, there is a tent site and you can rent a floating tent, you can rent a lot of bathing areas, but all open areas, there are no closed places, come early in the morning, it's quite hot, so if you want to take a shower or rest for a long time, it's better to come in the afternoon",0.4846,Positive,shower large tent tent open early hot shower long
Lata Kashmir View,Nurul Sakinah Azmi,went on a weekday and it was so peaceful hardly any crowd just the sound of flowing water and nature there are a few pondok for rent if you want some shade and it’s also a nice spot for a picnic parking is rm can pay via qr which is convenient the view is beautiful and calming definitely worth a visit if you’re looking for a quiet nature escape,0.9566,Positive,weekday peaceful sound flowing shade nice picnic convenient beautiful worth quiet
Lata Kashmir View,Re'Nu,nice place but the river is not too deep cause they control the water level the toilet is a minus point as they only have one which is at the end of the campsite which is very far would be good if they can have at the beginning and at the end or in the middle otherwise its a nice place to take photo have food stall,0.8047,Positive,nice deep middle otherwise nice
Lata Kashmir View,NUR SYAZWIN,"entrance fee for cars, motorbikes, there is a place for camping, tents are available and you can rent beautiful floats",0.5994,Positive,available
